title
"Number of Jobs Ended: by User Institution"
parameters

start,end
2015-03-01,2015-03-31
---------
"User Institution","Number of Jobs Ended","Number of Jobs via Gateway","Number of Jobs Running","Number of Jobs Started","Number of Jobs Submitted","Number of Users: Active","Number of PIs: Active","Number of Allocations: Active","Number of Institutions: Active","XD SUs Charged: Total","NUs Charged: Total","CPU Hours: Total","Node Hours: Total","Wait Hours: Total","Wall Hours: Total","XD SUs Charged: Per Job","Std Err of XD SUs Charged: Per Job","NUs Charged: Per Job","Std Err of NUs Charged: Per Job","CPU Hours: Per Job","Std Err of CPU Hours: Per Job","Node Hours: Per Job","Std Err of Node Hours: Per Job","Wait Hours: Per Job","Std Err of Wait Hours: Per Job","Wall Hours: Per Job","Std Err of Wall Hours: Per Job","Job Size: Per Job (Core Count)","Std Err of Job Size: Per Job (Core Count)","Job Size: Min (Core Count)","Job Size: Max (Core Count)","XSEDE Utilization (%)","User Expansion Factor","Job Size: Normalized (% of Total Cores)","Job Size: Weighted By XD SUs (Core Count)","Number of Resources: Active","Allocation Usage Rate (XD SU/Hour)"
"Montana State U - Montana State University",16,0,16,16,16,1,1,1,1,10,215.760,2.3200,0.1450,0.0222,0.1450,0.6250,0.18902082185238217,13.4850000,4.078313252286998,0.14500000,0.03924809305739548,0.00906250,0.0024530058160872176,0.00138750,0.00043851843542760726,0.00906250,0.0024530058160872176,16,0,16,16,0.000003388%,1.1533,0.01563,16.0000,1,0.0135
"ISCAS - Institute of Software Chinese Academy of Sciences",15,0,15,8,15,1,1,1,1,25,539.400,14.4445,14.4445,8.1526,0.9028,1.6667,0.975068137486166,35.9600000,21.03807013440152,0.96296667,0.5388160436107419,0.96296667,0.5388160436107419,1.01907500,0.0058320802018744285,0.06018667,0.03367600272569205,16,0,16,16,0.000474628%,17.8308,0.39063,16.0000,1,0.0336
"St Francis U - Saint Francis University",15,0,17,15,13,1,1,1,1,5799,125119.224,1174.2933,73.3933,8.8540,36.7614,386.6000,137.01841358613575,8341.2816000,2956.309291534465,78.28622000,27.796633075325502,4.89288667,1.7372895672078439,0.59026667,0.45818926240463803,2.45076000,0.8678657218469145,31,1.030497902618312,16,32,0.012576144%,1.2412,0.20967,31.9724,1,7.8048
"U Maryland, Baltimore Co - University of Maryland, Baltimore County",15,0,25,15,8,2,2,2,1,59422,1282089.072,12920.5025,807.5313,207.7277,198.0924,3961.4667,616.4850476487123,85472.6048000,13301.281388068617,861.36683333,134.05152654171138,53.83542000,8.378220408856999,13.84851333,4.382804040370444,13.20616000,2.188838855081935,90,15.589398106833164,16,160,0.018868967%,1.8709,0.08789,68.2707,1,79.9758
"USDA ARS - USDA Agricultural Research Service",15,0,29,15,3,1,1,1,1,211173,4556268.648,45917.2623,2869.8288,452.1406,409.9756,14078.2000,0,303751.2432000,0,3061.15082000,0,191.32192000,0,30.14270667,4.133364368782595,27.33170667,0,112,0,112,112,0.067057091%,2.1028,0.10938,112.0000,1,284.2167
"Mercer U - Mercer University",14,0,35,15,15,1,1,1,1,34751,749787.576,15105.5820,472.0495,10.0129,472.0495,2482.2143,0,53556.2554286,0,1078.97014286,0,33.71782143,0,0.66752667,0.478775983415407,33.71782143,0,32,0,32,32,0.280127419%,1.0212,0.30864,32.0000,1,46.7712
"CTC - Cornell Theory Center",13,0,16,13,13,1,1,1,1,10421,224843.496,2113.8446,132.1154,0.4436,66.2642,801.6154,384.5049506737411,17295.6535385,8296.078815736639,162.60343077,77.95439534752998,10.16272308,4.872149709220633,0.03412308,0.007977720624723846,5.09724615,1.944667839252731,208,86.8542954553962,16,1024,0.022638309%,1.0322,1.40683,274.0543,1,14.0256
"Georgetown U - Georgetown University",13,0,25,13,1,2,1,1,1,62876,1356612.576,13671.7202,854.4825,383.4453,238.9588,4836.6154,0,104354.8135385,0,1051.67078462,0,65.72942308,0,29.49579231,3.43871058121524,18.38144615,0,52,5.266152515327576,16,64,0.019966037%,2.5296,0.05078,60.2059,1,84.6245
"Mt Sinai Sch of Med - Icahn School of Medicine at Mount Sinai",13,0,17,13,9,1,1,1,1,16531,356672.856,3594.7646,224.6730,102.6284,112.3365,1271.6154,237.5133445438631,27436.3735385,5124.58792187839,276.52035385,51.63557984953419,17.28253846,3.2272237405959876,7.89449231,3.0884394418827905,8.64126923,1.6136118702979938,32,0,32,32,0.005249757%,1.9136,0.03125,32.0000,1,22.2490
"The Citadel - The Citadel",13,0,13,13,11,1,1,1,1,277,5976.552,154.0445,154.0445,12.7967,9.5927,21.3077,7.93155454895408,459.7347692,171.13122094823322,11.84957692,4.420014034330499,11.84957692,4.420014034330499,0.98436154,0.42778990904764386,0.73790000,0.27678270423891665,20,3.547454484428702,16,64,0.005061712%,3.5098,0.48828,16.1733,1,0.3728
"U Nottingham - University of Nottingham",13,0,13,13,13,2,1,1,1,314,6774.864,68.2534,4.2659,0.0209,4.2659,24.1538,6.53430177326128,521.1433846,140.9840950598854,5.25026154,1.4214366983070819,0.32814615,0.08883979364424688,0.00160769,0.0012860173150183282,0.32814615,0.08883979364424688,16,0,16,16,0.000099677%,1.0049,0.01563,16.0000,1,0.4226
"Applied Sci Res - Applied Scientific Research",12,0,12,12,12,1,1,1,1,120,2589.120,25.9379,1.6211,0.0383,0.5862,10.0000,3.6538874940868733,215.7600000,78.83627657241838,2.16149167,0.7975442990880235,0.13509167,0.04984651869302108,0.00319167,0.0023128463852838213,0.04885000,0.016039706915393106,38,6.622073078268311,16,64,0.000037879%,1.0776,0.03711,56.4000,1,0.1615
"CIG - Computational Infrastructure for Geodynamics",12,0,12,12,12,1,1,1,1,307,6623.832,63.5612,3.1780,0.0000,3.1647,25.5833,8.586005758674716,551.9860000,185.25166024916567,5.29676667,1.7729262575521103,0.26483333,0.08864631287765047,0.00000000,0,0.26372500,0.0889080470911195,24,3.1914236927242183,20,60,0.006480811%,1.0000,0.90909,20.2606,1,0.4132
"COLA - Center for Ocean-Land-Atmosphere Studies",12,0,12,12,6,1,1,1,1,10195,219967.320,2216.7289,138.5456,139.2662,16.5256,849.5833,240.73367274411623,18330.6100000,5194.069723127052,184.72740833,52.346378865575495,11.54546667,3.2716486790985195,11.60551667,3.303166444704439,1.37713333,0.336294443759577,80,18.475208614068027,16,144,0.003237288%,2.0617,0.07813,142.8198,1,13.7214
"Florida Atlantic U - Florida Atlantic University",12,0,35,11,0,1,1,1,1,208984,4509038.784,45201.2267,2825.0766,2527.1486,566.5633,17415.3333,0,375753.2320000,0,3766.76889167,0,235.42305000,0,229.74078182,26.445838898514715,47.21360833,0,80,0,16,80,0.066011400%,5.7420,0.07813,79.9565,1,281.2705
"Texas Tech U - Texas Tech University",12,0,12,12,6,2,2,2,1,6317,136295.592,1373.4755,85.8420,128.8707,6.5584,526.4167,197.45901255531513,11357.9660000,4260.375654893479,114.45629167,42.93683637375868,7.15350000,2.683552273359956,10.73922500,2.852924964408122,0.54653333,0.1878304658097745,187,76.57869348792154,16,1024,0.002005809%,15.3274,0.18262,391.7252,1,8.5020
"CUNY Staten Island - CUNY College of Staten Island",11,0,14,12,3,1,1,1,1,31936,689051.136,6944.0356,434.0023,269.7947,54.2502,2903.2727,411.99292015233897,62641.0123636,8889.159245206865,631.27596364,89.58821678582548,39.45475455,5.599263549114248,22.48289167,4.055974339750366,4.93183636,0.6999079436393255,128,0,128,128,0.010140997%,5.4634,0.12500,128.0000,1,42.9825
"Mississippi State U - Mississippi State University",11,0,11,11,11,1,1,1,1,95,2049.720,20.6489,1.2905,0.0064,1.2905,8.6364,2.7682598221798864,186.3381818,59.72797392335323,1.87717273,0.6022022022302189,0.11731818,0.037637637639437886,0.00058182,0.0005018262554901177,0.11731818,0.037637637639437886,16,0,16,16,0.000030155%,1.0050,0.01563,16.0000,1,0.1279
"Predictive Science - Predictive Science, Inc.",11,0,14,11,0,2,1,1,1,300331,6479941.656,65303.5202,4081.4702,316.3362,104.5585,27302.8182,5321.380104183658,589085.6050909,114814.0971278666,5936.68365455,1157.0745179229873,371.04274545,72.31715737018673,28.75783636,2.41978897991109,9.50531818,0.8073945245648043,777,92.73485627736648,192,960,0.095368579%,4.9886,0.75879,840.6833,1,404.2140
"U Florida - University of Florida",11,0,11,11,11,1,1,1,1,391,8436.216,84.9067,5.3066,0.0778,5.3066,35.5455,14.19882437779366,766.9287273,306.353834775276,7.71879091,3.089786134738726,0.48241818,0.19311163342118615,0.00707273,0.002894332398023312,0.48241818,0.19311163342118615,16,0,16,16,0.000123997%,1.0147,0.01563,16.0000,1,0.5262
"UNC Wilmington - University of North Carolina, Wilmington",11,0,11,11,11,1,1,1,1,79,1704.504,8.8089,0.5505,1.2362,0.2753,7.1818,2.135046146491894,154.9549091,46.06575565670911,0.80080909,0.5309311737429836,0.05004545,0.03318319835896742,0.11238182,0.04870824433884659,0.02502727,0.01659159917950276,32,0,32,32,0.000094339%,5.4904,0.21644,32.0000,1,0.1063
"UPR Med Sci - University of Puerto Rico, Medical Sciences Campus",11,0,11,11,8,1,1,1,1,19,409.944,11.1110,11.1110,66.0718,0.4456,1.7273,1.2304494985697008,37.2676364,26.548178381139863,1.01009091,0.6787496600373794,1.01009091,0.6787496600373794,6.00652727,2.1243234293177773,0.04050909,0.023542527686379162,21,2.1485060249148504,16,32,0.000365094%,152.8512,0.51270,27.7895,1,0.0256
"LBNL - Lawrence Berkeley National Laboratory",10,0,11,10,1,2,2,2,1,108908,2349799.008,23681.0666,1480.0666,497.7743,15.1538,10890.8000,938.7396518324455,234979.9008000,20254.246727936843,2368.10666000,204.0878125562017,148.00666000,12.755488284762606,49.77743000,11.827802906988206,1.51538000,0.13739364124413114,1568,10.119288512538814,1536,1600,0.034583582%,33.5309,1.53125,1563.3429,1,146.5787
"Long Island U - Long Island University",10,0,18,9,0,1,1,1,1,251955,5436181.080,54784.6399,3424.0400,259.8600,214.0025,25195.5000,0,543618.1080000,0,5478.46399000,0,342.40400000,0,28.87333333,2.0283532776930597,21.40025000,0,256,0,256,256,0.080006916%,2.2858,0.25000,256.0000,1,339.1050
"NRL - Naval Research Laboratory",10,0,10,10,10,1,1,1,1,182,3926.832,37.6778,1.8839,0.0000,1.1855,18.2000,6.142893748063692,392.6832000,132.53907550822223,3.76778000,1.2684117608496572,0.18839000,0.06342058804248286,0.00000000,0,0.11855000,0.04664170628774315,46,7.5099933422074345,20,80,0.003841694%,1.0000,1.74242,36.3736,1,0.2450
"St. John's U - St. John's University",10,0,10,10,3,1,1,1,1,627,13528.152,268.7867,268.7867,79.0884,16.7992,62.7000,16.50991365059188,1352.8152000,356.2178969251704,26.87867000,6.830274597809481,26.87867000,6.830274597809481,7.90884000,2.5210825088970545,1.67992000,0.4268921623630926,16,0,16,16,0.008831999%,5.7079,0.39063,16.0000,1,0.8439
"UGent - Ghent University",10,0,11,10,10,1,1,1,1,756,16311.456,146.9955,9.1872,5.1391,1.8875,75.6000,55.33476293105128,1631.1456000,1193.9028450003625,14.69955000,12.128685673962277,0.91872000,0.7580428546226423,0.51391000,0.44860825153887374,0.18875000,0.12503744038052594,45,8.095430810031054,32,96,0.000214671%,2.1167,0.04395,82.6243,1,1.0175
"Florida A&M U - Florida A&M University",9,0,10,9,9,1,1,1,1,141,3042.216,30.7200,1.9200,0.0339,0.4800,15.6667,6.9188223485852935,338.0240000,149.2805109930763,3.41333333,1.5027542665425873,0.21333333,0.0939221416589117,0.00376667,0.0032057520721474144,0.05333333,0.023480535414727926,64,0,64,64,0.000044863%,1.0706,0.06250,64.0000,1,0.1898
"Harvard Med Sch - Harvard Medical School",9,0,9,9,8,1,1,1,1,299,6451.224,65.8755,5.2838,50.6984,2.0386,33.2222,30.88342637944218,716.8026667,666.3408075628445,7.31950000,6.704129598164617,0.58708889,0.4074676515295225,5.63315556,3.871920654034069,0.22651111,0.20976124788434178,54,13.303670708678048,32,128,0.000092110%,100.1054,0.05071,32.6421,2,0.4024
"Javierana U - Pontifical Xavierian University",9,0,9,9,7,1,1,1,1,2163,46668.888,470.2089,29.3880,55.1428,9.8197,240.3333,122.45328908726547,5185.4320000,2642.05216534684,52.24543333,26.628774255763464,3.26533333,1.6642983909852278,6.12697778,3.818737886871675,1.09107778,0.554218534216923,43,3.5555555564444457,16,48,0.000686688%,6.6283,0.04199,47.9260,1,2.9112
"U Mass, Dartmouth - University of Massachusetts, Dartmouth",9,0,12,9,7,1,1,1,1,106829,2304942.504,23228.8711,1451.8043,66.3584,90.7653,11869.8889,3314.253751949024,256104.7226667,71508.33895205215,2580.98567778,720.6411910356197,161.31158889,45.040074439726304,7.37315556,4.663036167819533,10.08503333,2.8137932368381775,242,13.408839704058693,128,256,0.033923201%,1.7308,0.23633,255.9617,1,143.7806
"Walla Walla U - Walla Walla University",9,0,9,9,9,1,1,1,1,3,64.728,2.1289,2.1289,0.0369,0.1331,0.3333,0.14847824806397789,7.1920000,3.203566680228387,0.23654444,0.07106918440897106,0.23654444,0.07106918440897106,0.00410000,0.0011694051225849098,0.01478889,0.004441824025579952,16,0,16,16,0.000069953%,1.2777,0.39063,16.0000,1,0.0040
"Chosun U - Chosun University",8,0,8,8,8,1,1,1,1,44,949.344,9.6979,0.6061,0.9783,0.0603,5.5000,3.051115820482729,118.6680000,65.83087494273536,1.21223750,0.6597580692015393,0.07576250,0.04123487932509621,0.12228750,0.11228311730922626,0.00753750,0.002625807075738222,106,41.07919181288746,16,256,0.000014163%,26.4340,0.10352,245.0909,1,0.0592
"JHU Sch of Med - Johns Hopkins University School of Medicine",8,0,8,8,0,1,1,1,1,1,21.576,0.2712,0.0170,739.3612,0.0136,0.1250,0.12004621505903465,2.6970000,2.5901171361137316,0.03390000,0.010028893443630942,0.00212500,0.0006268058402269338,92.42015000,22.87951711576363,0.00170000,0.0002664237717573404,18,1.8708286933869707,16,32,0.000000396%,59177.2787,0.01758,32.0000,1,0.0013
"Swarthmore College - Swarthmore College",8,0,16,8,8,1,1,1,1,0,0.000,191.9977,191.9977,0.0000,191.9977,0.0000,0,0.0000000,0,23.99971250,0,23.99971250,0,0.00000000,0,23.99971250,0,1,0,1,1,0.025840875%,1.0000,0.10000,0.0000,1,0.0000
"IGPCEA - Institute of Geophysics, China Earthquake Administration",7,0,7,7,7,1,1,1,1,393,8479.368,85.2800,5.3300,4.7202,1.7767,56.1429,18.07470405918615,1211.3382857,389.97981478100036,12.18285714,3.941220469406457,0.76142857,0.24632627933800325,0.67431429,0.4680025618383089,0.25381429,0.08210875977933442,48,0,48,48,0.000124542%,3.6568,0.04688,48.0000,1,0.5289
"IHEP - Institute of High Energy Physics",7,0,7,7,7,1,1,1,1,2,43.152,0.4488,0.0281,0.0239,0.0217,0.2857,0.17161308114765392,6.1645714,3.702723838841781,0.06411429,0.009238352382088312,0.00401429,0.0005773970240354616,0.00341429,0.001373169875957797,0.00310000,0.00008745605914338398,21,2.731951107511061,16,32,0.000000655%,2.0792,0.02051,32.0000,1,0.0027
"U Houston-Downtown - University of Houston-Downtown",7,0,9,7,7,1,2,2,1,3636,78450.336,790.5200,49.4075,0.5955,49.4075,519.4286,245.5554936476018,11207.1908571,5298.105330940656,112.93142857,53.39701456552304,7.05821429,3.3373134103452213,0.08507143,0.07151222425809295,7.05821429,3.3373134103452213,16,0,16,16,0.001154467%,1.0121,0.01563,16.0000,1,4.8937
"Austin Peay State U - Austin Peay State University",6,0,6,6,6,1,1,1,1,518,11176.368,112.5288,7.0330,0.3058,7.0330,86.3333,19.838671554482413,1862.7280000,428.0391774595126,18.75480000,4.326512443327597,1.17216667,0.2704070277080375,0.05096667,0.028865044617226186,1.17216667,0.2704070277080375,16,0,16,16,0.000164336%,1.0435,0.01563,16.0000,1,0.6972
"Claremont Grad Sch - Claremont Graduate School",6,0,6,6,6,1,1,1,1,1,21.576,0.1556,0.0097,0.0000,0.0097,0.1667,0,3.5960000,0,0.02593333,0.0012468524618470627,0.00161667,0.00007792827916626781,0.00000000,0,0.00161667,0.00007792827916626781,16,0,16,16,0.000000227%,1.0000,0.01563,16.0000,1,0.0013
"Inst for Fundamental Sci - Institute for Fundamental Sciences",6,0,21,6,6,1,1,1,1,219502,4735975.152,95756.0622,2992.3769,14.1852,345.7876,36583.6667,0,789329.1920000,0,15959.34370000,0,498.72948333,0,2.36420000,1.0671057991568713,57.63126667,0,283,24.34322477929752,160,320,1.775760682%,1.0433,2.72955,290.8308,1,295.4266
"Monash U - Monash University",6,0,14,6,3,1,1,1,1,14203,306443.928,3072.3157,192.0198,175.5769,192.0198,2367.1667,0,51073.9880000,0,512.05261667,0,32.00330000,0,29.26281667,11.976704854467553,32.00330000,0,16,0,16,16,0.004486778%,1.9144,0.01563,16.0000,1,19.1157
"U Miami - University of Miami",6,0,24,2,0,1,1,1,1,12740,274878.240,7093.2133,7093.2133,49.9133,443.3258,2123.3333,0,45813.0400000,0,1182.20221667,0,1182.20221667,0,24.95665000,0,73.88763333,0,16,0,16,16,0.233074230%,1.1942,0.39063,16.0000,1,17.1467
"UPR Rio Piedras - University of Puerto Rico, Rio Piedras",6,0,6,6,6,1,1,1,1,0,0.000,0.2666,0.2666,4.3276,0.0167,0.0000,0.0322490309931942,0.0000000,0.695805092709158,0.04443333,0.0014814814814814868,0.04443333,0.0014814814814814868,0.72126667,0.20616675638573387,0.00278333,0.00009259259259259293,16,0,16,16,0.000008760%,260.6500,0.39063,0.0000,1,0.0000
"Wichita State U - Wichita State University",6,0,6,6,6,1,1,1,1,2,43.152,0.4666,0.0292,0.0000,0.0292,0.3333,0.14952827070738414,7.1920000,3.22622196878252,0.07776667,0.030644651249537188,0.00486667,0.0019152907030960742,0.00000000,0,0.00486667,0.0019152907030960742,16,0,16,16,0.000000681%,1.0000,0.01563,16.0000,1,0.0027
"Rose-Hulman Tech - Rose-Hulman Institute of Technology",5,0,5,5,5,1,1,1,1,3007,64879.032,653.9245,40.8703,0.3420,8.1891,601.4000,219.4174332255302,12975.8064000,4734.15053927404,130.78490000,47.70073291214252,8.17406000,2.9812958070089075,0.06840000,0.060487443855708846,1.63782000,0.5946038228710269,55,14.021697472132255,16,80,0.000954985%,1.0416,0.05371,79.9787,1,4.0471
"U Tulsa - University of Tulsa",5,0,5,5,5,1,1,1,1,788,17001.888,171.4489,10.7156,0.8562,0.1823,157.6000,78.6435849236287,3400.3776000,1696.8139883122128,34.28978000,17.091826195763073,2.14312000,1.068239137235192,0.17124000,0.08008304331854837,0.03646000,0.015661425443221324,717,168.26036966558706,256,1024,0.000250382%,4.5305,0.70020,1001.5838,1,1.0606
"NYIT - New York Institute of Technology",4,0,4,4,4,1,1,1,1,202,4358.352,42.1600,2.6350,0.0695,1.3175,50.5000,13.258661885725873,1089.5880000,286.06888884642143,10.54000000,2.625601165729761,0.65875000,0.16410007285811007,0.01737500,0.0035606788175817413,0.32937500,0.08205003642905503,32,0,32,32,0.000451514%,1.0527,0.21644,32.0000,1,0.2719
"Tufts U - Tufts University",4,0,10,4,0,1,1,1,1,157271,3393279.096,34197.0488,2137.3155,130.4028,133.5822,39317.7500,0,848319.7740000,0,8549.26220000,0,534.32887500,0,32.60070000,2.886747419261987,33.39555000,0,256,0,256,256,0.049941013%,1.9762,0.25000,256.0000,1,211.6703
"U Arkansas, Med. Sci - University of Arkansas for Medical Sciences",4,0,4,4,4,1,1,1,1,17,366.792,9.4311,9.4311,3.8261,0.5894,4.2500,2.129399739363185,91.6980000,45.94392877650009,2.35777500,1.1921642317883705,2.35777500,1.1921642317883705,0.95652500,0.06632213490761364,0.14735000,0.07451026448677316,16,0,16,16,0.000309894%,7.4910,0.39063,16.0000,1,0.0229
"U North Georgia - University of North Georgia",4,0,4,4,4,1,1,1,1,1139,24575.064,230.7422,14.4213,1.3731,14.4213,284.7500,154.00948538969928,6143.7660000,3322.9086567681516,57.68555000,31.145103389191963,3.60532500,1.9465689618244977,0.34327500,0.07594259623198106,3.60532500,1.9465689618244977,16,0,16,16,0.002471143%,1.0952,0.10822,16.0000,1,1.5330
"UNLV - University of Nevada, Las Vegas",4,0,4,4,4,1,1,1,1,9,194.184,1.9644,0.1227,0.0744,0.0902,2.2500,0.6845078980552379,48.5460000,14.768942408439814,0.49110000,0.14754367422044612,0.03067500,0.009221479638777882,0.01860000,0.016117695014877052,0.02255000,0.009121508612465593,28,10.392304845413264,16,64,0.000002869%,3.4253,0.02734,32.0000,1,0.0121
"N Va Comm College - Northern Virginia Community College",3,0,3,3,3,1,1,1,1,35,755.160,3.7733,0.2359,1.6611,0.1220,11.6667,7.649248130904642,251.7200000,165.04017767239856,1.25776667,0.8379031900105788,0.07863333,0.052368949375661174,0.55370000,0.2547480981423051,0.04066667,0.025597902827671087,27,4.354648432975363,16,32,0.000005510%,15.0801,0.02637,31.5429,1,0.0471
"Philadelphia U - Philadelphia University",3,0,3,3,3,1,1,1,1,1203,25955.928,523.8934,19.2978,0.0102,19.2978,401.0000,240.79376376199335,8651.9760000,5195.366246928768,174.63113333,104.68248090013634,6.43260000,2.908773591889027,0.00340000,0.0006590789046068106,6.43260000,2.908773591889027,22,4.354648432158871,16,32,0.009715409%,1.0005,0.21219,29.1538,1,1.6191
"San Diego State U - San Diego State University",3,0,3,3,3,1,1,1,1,131,2826.456,27.1834,1.3592,0.0000,1.3592,43.6667,35.30875583547284,942.1520000,761.8217159061619,9.06113333,7.284965821698795,0.45306667,0.36424829108493983,0.00000000,0,0.45306667,0.36424829108493983,20,0,20,20,0.002771667%,1.0000,0.75758,20.0000,1,0.1763
"Southern Conn State U - Southern Connecticut State University",3,0,3,3,2,1,1,1,1,202,4358.352,80.4222,80.4222,24.0811,5.0264,67.3333,38.96123932092472,1452.7840000,840.6276995882718,26.80740000,19.360782255090793,26.80740000,19.360782255090793,8.02703333,5.73698470365235,1.67546667,1.210048890943255,16,0,16,16,0.002642574%,5.7909,0.39063,16.0000,1,0.2719
"U Dayton - University of Dayton",3,0,3,3,3,1,1,1,1,54,1165.104,11.7334,0.7334,1.7289,0.7100,18.0000,6.6857425915151705,388.3680000,144.25158215453132,3.91113333,1.4564537799630735,0.24446667,0.09102836124769209,0.57630000,0.46997705802618134,0.23666667,0.09670577114546736,22,4.354648432158871,16,32,0.000017135%,5.7133,0.02148,16.8889,1,0.0727
"U South Dakota - University of South Dakota",3,0,3,3,3,1,1,1,1,53,1143.528,11.3689,0.7105,0.0128,0.7105,17.6667,7.999455868559876,381.1760000,172.5962598200479,3.78963333,1.776980479650135,0.23683333,0.11106127997825686,0.00426667,0.0034776706225077454,0.23683333,0.11106127997825686,16,0,16,16,0.000016603%,1.0180,0.01563,16.0000,1,0.0713
"USGS - US Geological Survey",3,0,3,3,3,1,1,1,1,1477,31867.752,321.0666,20.0667,0.2006,2.5083,492.3333,80.22218170227222,10622.5840000,1730.8737924082254,107.02220000,17.50597555827477,6.68890000,1.0941234723921731,0.06686667,0.05458430846579951,0.83610000,0.13676543404902164,128,0,128,128,0.000468882%,1.0800,0.12500,128.0000,1,1.9879
"Wake Forest U - Wake Forest University",3,0,3,3,0,2,1,1,1,39,841.464,21.4356,21.4356,184.6725,0.4361,13.0000,4.65370612164828,280.4880000,100.40836328068328,7.14520000,2.6759643125959514,7.14520000,2.6759643125959514,61.55750000,19.746196812195336,0.14536667,0.05800766429982807,54,4.354648432975385,48,64,0.000704347%,424.3767,1.31836,49.6410,1,0.0525
"CCT-LSU - LSU Center for Computation and Technology",2,0,2,2,2,1,1,1,1,140,3020.640,30.4089,1.9006,0.0000,0.9503,70.0000,2.076663730602527,1510.3200000,44.80609665148012,15.20445000,0.675679813133812,0.95030000,0.04222998832086325,0.00000000,0,0.47515000,0.021114994160431624,32,0,32,32,0.000044409%,1.0000,0.03125,32.0000,1,0.1884
"CSU-Fullerton - California State University-Fullerton",2,0,4,2,0,1,1,1,1,13969,301395.144,3037.5111,189.8445,72.9122,47.4611,6984.5000,0,150697.5720000,0,1518.75555000,0,94.92225000,0,36.45610000,2.4226263997652433,23.73055000,0,64,0,64,64,0.004435950%,2.5362,0.06250,64.0000,1,18.8008
"Central U Caribbean - Central University of the Caribbean",2,0,4,2,0,1,1,1,1,95850,2068059.600,20841.2799,1302.5799,60.4450,54.2743,47925.0000,0,1034029.8000000,0,10420.63995000,0,651.28995000,0,30.22250000,4.052703948950565,27.13715000,0,384,0,384,384,0.030436388%,2.1137,0.37500,384.0000,1,129.0040
"Children's Hospital Oakland - Children's Hospital and Research Center at Oakland",2,0,2,2,2,1,1,1,1,104,2243.904,22.5466,1.4092,0.0044,0.7978,52.0000,26.812191354866908,1121.9520000,578.4998406726085,11.27330000,5.862700890237797,0.70460000,0.3664188056398623,0.00220000,0.0015713484026367722,0.39890000,0.15026019100214133,24,5.65685424949238,16,32,0.000032927%,1.0032,0.02344,29.8462,1,0.1400
"Ohio U - Ohio University",2,0,2,2,2,1,1,1,1,278,5998.128,121.0311,7.4700,0.0036,1.9383,139.0000,93.62634511717306,2999.0640000,2020.082022248126,60.51555000,40.65392587301857,3.73500000,2.5742615206196917,0.00180000,0.00009820927516479826,0.96915000,0.6185220149878995,48,11.31370849898476,32,64,0.002244477%,1.0013,0.46296,63.1942,1,0.3742
"U Heidelberg - University of Heidelberg",2,0,2,2,2,1,1,1,1,9,194.184,1.8622,0.1164,0.0503,0.1164,4.5000,1.170079698140259,97.0920000,25.245639567074228,0.93110000,0.3315545129563589,0.05820000,0.02072215705977243,0.02515000,0.017775878804828487,0.05820000,0.02072215705977243,16,0,16,16,0.000002720%,1.4320,0.01563,16.0000,1,0.0121
"Arkansas State U - Arkansas State University",1,0,1,0,1,1,1,1,1,1,21.576,0.3289,0.3289,0.0000,0.0206,1.0000,0,21.5760000,0,0.32890000,0,0.32890000,0,0.00000000,0,0.02060000,0,16,0,16,16,0.000010807%,495.3919,0.39063,16.0000,1,0.0013
"KAUST - King Abdullah University of Science and Technology",1,0,1,1,0,1,1,1,1,234,5048.784,50.9156,3.1822,19.1636,0.0497,234.0000,8.600521146999895,5048.7840000,185.56484426766974,50.91560000,0,3.18220000,0,19.16360000,0,0.04970000,0,1024,0,1024,1024,0.000074357%,386.4134,1.00000,1024.0000,1,0.3149
"RTI Intl - RTI International",1,0,1,1,1,1,1,1,1,7,151.032,3.9156,3.9156,1.0006,0.2447,7.0000,0.6700925309239026,151.0320000,14.457916447214124,3.91560000,0,3.91560000,0,1.00060000,0,0.24470000,0,16,0,16,16,0.000128662%,5.0885,0.39063,16.0000,1,0.0094
"U Incarnate Word - University of the Incarnate Word",1,0,1,1,1,1,1,1,1,0,0.000,0.0533,0.0033,0.0072,0.0033,0.0000,0.244,0.0000000,5.264544,0.05330000,0,0.00330000,0,0.00720000,0,0.00330000,0,16,0,16,16,0.000000078%,3.1667,0.01563,0.0000,1,0.0000
---------
